Solution ID;Rank;Feasible;Single Objective;Best Iteration;Objective 1;Variable 1;Variable 2;Variable 3;Variable 4;Variable 5;Variable 6;Variable 7;Variable 8;Variable 9;Variable 10;Variable 11;Variable 12;Variable 13;Variable 14;Variable 15;Variable 16;Variable 17;Variable 18;Variable 19;Variable 20;Variable 21;Variable 22;Variable 23;Variable 24;Variable 25;Variable 26;Variable 27;Variable 28;Variable 29;Variable 30;Variable 31;Variable 32;Variable 33;Variable 34;Variable 35;Variable 36;Variable 37;Variable 38;Variable 39;Variable 40;Variable 41;Variable 42;Variable 43;Variable 44;Variable 45;Variable 46;Variable 47;Variable 48;Variable 49;Variable 50;Variable 51;Variable 52;Variable 53;Variable 54;Variable 55;Variable 56;Variable 57;Variable 58;Variable 59;Variable 60;Variable 61;Variable 62;Variable 63;Variable 64;Variable 65;Variable 66;Variable 67;Variable 68;PM;
1946;1046;1;250;3566;250.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;81.000000;21.000000;11.000000;11.000000;1.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;1.000000;11.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;11.000000;11.000000;21.000000;11.000000;21.000000;11.000000;11.000000;11.000000;1.000000;21.000000;1.000000;1.000000;11.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;21.000000;1.000000;21.000000;11.000000;31.000000;-9.000000;1.000000;1.000000;51.000000;21.000000;21.000000;11.000000;1.000000;11.000000;250.000000;
1947;572;1;220;3566;220.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;81.000000;21.000000;11.000000;11.000000;1.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;1.000000;1.000000;-9.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;1.000000;21.000000;1.000000;1.000000;11.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;21.000000;1.000000;21.000000;11.000000;31.000000;-9.000000;1.000000;1.000000;51.000000;21.000000;21.000000;1.000000;1.000000;1.000000;220.000000;
1948;3672;1;1620;3566;1620.000000;1.000000;1.000000;1.000000;1.000000;71.000000;11.000000;1.000000;81.000000;61.000000;71.000000;41.000000;21.000000;51.000000;41.000000;51.000000;51.000000;61.000000;11.000000;11.000000;51.000000;31.000000;51.000000;71.000000;81.000000;61.000000;71.000000;31.000000;1.000000;51.000000;61.000000;81.000000;51.000000;61.000000;71.000000;81.000000;21.000000;41.000000;21.000000;61.000000;81.000000;51.000000;81.000000;1.000000;51.000000;71.000000;1.000000;11.000000;11.000000;61.000000;61.000000;21.000000;31.000000;51.000000;11.000000;-9.000000;71.000000;71.000000;51.000000;41.000000;61.000000;51.000000;51.000000;21.000000;21.000000;81.000000;51.000000;41.000000;71.000000;1620.000000;
1949;4663;1;1780;3566;1780.000000;1.000000;1.000000;1.000000;1.000000;31.000000;81.000000;81.000000;11.000000;1.000000;81.000000;51.000000;61.000000;11.000000;31.000000;11.000000;21.000000;11.000000;81.000000;61.000000;81.000000;81.000000;31.000000;31.000000;1.000000;11.000000;31.000000;11.000000;51.000000;51.000000;61.000000;71.000000;11.000000;71.000000;51.000000;41.000000;1.000000;31.000000;21.000000;71.000000;21.000000;-9.000000;71.000000;81.000000;71.000000;21.000000;-9.000000;71.000000;11.000000;-9.000000;11.000000;81.000000;61.000000;51.000000;1.000000;61.000000;11.000000;1.000000;51.000000;31.000000;61.000000;71.000000;41.000000;61.000000;11.000000;41.000000;-9.000000;51.000000;1.000000;1780.000000;
1950;5403;1;2070;3566;2070.000000;1.000000;1.000000;1.000000;1.000000;51.000000;11.000000;11.000000;71.000000;11.000000;61.000000;41.000000;11.000000;81.000000;71.000000;1.000000;81.000000;1.000000;21.000000;71.000000;61.000000;71.000000;71.000000;41.000000;21.000000;-9.000000;1.000000;71.000000;51.000000;41.000000;71.000000;1.000000;21.000000;31.000000;31.000000;81.000000;71.000000;71.000000;71.000000;1.000000;1.000000;51.000000;21.000000;51.000000;61.000000;51.000000;1.000000;61.000000;1.000000;-9.000000;51.000000;41.000000;1.000000;1.000000;81.000000;21.000000;31.000000;41.000000;1.000000;81.000000;71.000000;11.000000;61.000000;-9.000000;81.000000;1.000000;1.000000;31.000000;71.000000;2070.000000;
1951;3205;1;1545;3566;1545.000000;1.000000;1.000000;1.000000;1.000000;41.000000;71.000000;41.000000;-9.000000;81.000000;31.000000;11.000000;1.000000;21.000000;31.000000;31.000000;51.000000;71.000000;71.000000;1.000000;41.000000;-9.000000;61.000000;1.000000;11.000000;11.000000;61.000000;31.000000;71.000000;11.000000;11.000000;71.000000;21.000000;41.000000;11.000000;21.000000;51.000000;1.000000;-9.000000;11.000000;71.000000;1.000000;-9.000000;71.000000;31.000000;71.000000;81.000000;1.000000;41.000000;71.000000;71.000000;61.000000;31.000000;81.000000;61.000000;31.000000;-9.000000;61.000000;61.000000;51.000000;51.000000;61.000000;41.000000;31.000000;21.000000;-9.000000;21.000000;31.000000;31.000000;1545.000000;
1952;5196;1;1905;3566;1905.000000;1.000000;1.000000;1.000000;1.000000;31.000000;1.000000;71.000000;81.000000;31.000000;51.000000;31.000000;31.000000;71.000000;11.000000;31.000000;71.000000;-9.000000;41.000000;81.000000;1.000000;41.000000;1.000000;81.000000;11.000000;71.000000;51.000000;71.000000;1.000000;11.000000;51.000000;61.000000;-9.000000;1.000000;81.000000;41.000000;31.000000;71.000000;61.000000;11.000000;51.000000;1.000000;-9.000000;71.000000;31.000000;71.000000;81.000000;71.000000;21.000000;71.000000;71.000000;51.000000;21.000000;-9.000000;1.000000;41.000000;51.000000;1.000000;-9.000000;11.000000;41.000000;71.000000;11.000000;71.000000;71.000000;81.000000;51.000000;11.000000;11.000000;1905.000000;
1953;5039;1;1855;3566;1855.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;51.000000;41.000000;61.000000;1.000000;11.000000;21.000000;1.000000;11.000000;71.000000;61.000000;21.000000;61.000000;-9.000000;11.000000;-9.000000;41.000000;11.000000;1.000000;71.000000;1.000000;31.000000;71.000000;71.000000;61.000000;-9.000000;1.000000;71.000000;81.000000;41.000000;81.000000;-9.000000;81.000000;1.000000;31.000000;61.000000;41.000000;81.000000;61.000000;-9.000000;41.000000;11.000000;-9.000000;71.000000;41.000000;61.000000;31.000000;1.000000;11.000000;51.000000;1.000000;51.000000;1.000000;1.000000;21.000000;51.000000;21.000000;31.000000;41.000000;11.000000;81.000000;81.000000;11.000000;1855.000000;
1954;5234;1;1920;3566;1920.000000;1.000000;1.000000;1.000000;1.000000;31.000000;41.000000;51.000000;11.000000;41.000000;21.000000;31.000000;81.000000;51.000000;41.000000;1.000000;81.000000;71.000000;51.000000;11.000000;31.000000;51.000000;-9.000000;-9.000000;81.000000;1.000000;61.000000;31.000000;1.000000;21.000000;71.000000;51.000000;71.000000;71.000000;11.000000;21.000000;61.000000;31.000000;81.000000;21.000000;31.000000;71.000000;21.000000;-9.000000;61.000000;71.000000;21.000000;81.000000;21.000000;81.000000;51.000000;71.000000;31.000000;31.000000;21.000000;51.000000;-9.000000;1.000000;61.000000;81.000000;41.000000;1.000000;81.000000;31.000000;61.000000;-9.000000;71.000000;21.000000;71.000000;1920.000000;
1955;4316;1;1720;3566;1720.000000;1.000000;1.000000;1.000000;1.000000;11.000000;1.000000;81.000000;71.000000;61.000000;1.000000;31.000000;1.000000;51.000000;1.000000;1.000000;21.000000;11.000000;-9.000000;41.000000;11.000000;31.000000;31.000000;81.000000;71.000000;51.000000;71.000000;31.000000;81.000000;31.000000;81.000000;11.000000;31.000000;21.000000;11.000000;61.000000;11.000000;71.000000;21.000000;31.000000;51.000000;21.000000;61.000000;11.000000;41.000000;41.000000;81.000000;61.000000;61.000000;81.000000;61.000000;41.000000;61.000000;71.000000;11.000000;71.000000;81.000000;71.000000;21.000000;61.000000;-9.000000;61.000000;51.000000;21.000000;11.000000;1.000000;-9.000000;71.000000;-9.000000;1720.000000;
1956;4343;1;1725;3566;1725.000000;1.000000;1.000000;1.000000;1.000000;-9.000000;51.000000;81.000000;21.000000;21.000000;71.000000;-9.000000;41.000000;11.000000;1.000000;1.000000;11.000000;1.000000;31.000000;11.000000;41.000000;11.000000;61.000000;51.000000;61.000000;81.000000;51.000000;51.000000;1.000000;11.000000;-9.000000;71.000000;31.000000;41.000000;81.000000;11.000000;71.000000;81.000000;41.000000;21.000000;11.000000;61.000000;71.000000;31.000000;61.000000;61.000000;-9.000000;71.000000;71.000000;61.000000;21.000000;41.000000;11.000000;61.000000;61.000000;41.000000;41.000000;1.000000;1.000000;71.000000;21.000000;21.000000;61.000000;71.000000;51.000000;51.000000;31.000000;11.000000;11.000000;1725.000000;
1957;4728;1;1790;3566;1790.000000;1.000000;1.000000;1.000000;1.000000;71.000000;1.000000;1.000000;41.000000;81.000000;61.000000;1.000000;1.000000;41.000000;71.000000;1.000000;61.000000;1.000000;-9.000000;51.000000;51.000000;1.000000;31.000000;51.000000;31.000000;71.000000;21.000000;41.000000;11.000000;-9.000000;11.000000;-9.000000;1.000000;1.000000;11.000000;51.000000;-9.000000;11.000000;31.000000;71.000000;31.000000;51.000000;1.000000;11.000000;1.000000;1.000000;11.000000;21.000000;1.000000;41.000000;-9.000000;51.000000;61.000000;51.000000;21.000000;81.000000;51.000000;41.000000;41.000000;21.000000;71.000000;1.000000;71.000000;51.000000;31.000000;31.000000;61.000000;71.000000;51.000000;1790.000000;
1958;708;1;225;3566;225.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;81.000000;21.000000;11.000000;11.000000;1.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;1.000000;21.000000;1.000000;1.000000;11.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;21.000000;1.000000;21.000000;11.000000;31.000000;-9.000000;1.000000;1.000000;51.000000;21.000000;21.000000;1.000000;1.000000;1.000000;225.000000;
1959;1387;1;305;3566;305.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;81.000000;21.000000;11.000000;11.000000;1.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;1.000000;1.000000;81.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;1.000000;21.000000;1.000000;1.000000;11.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;21.000000;1.000000;21.000000;11.000000;31.000000;-9.000000;1.000000;1.000000;51.000000;21.000000;21.000000;1.000000;1.000000;1.000000;305.000000;
1960;284;1;210;3566;210.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;81.000000;21.000000;11.000000;11.000000;1.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;1.000000;1.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;1.000000;21.000000;1.000000;1.000000;11.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;21.000000;1.000000;21.000000;11.000000;31.000000;-9.000000;1.000000;1.000000;51.000000;21.000000;21.000000;1.000000;11.000000;1.000000;210.000000;
1961;573;1;220;3566;220.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;81.000000;21.000000;11.000000;11.000000;1.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;1.000000;1.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;11.000000;11.000000;21.000000;11.000000;11.000000;11.000000;11.000000;11.000000;1.000000;21.000000;1.000000;1.000000;11.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;21.000000;1.000000;21.000000;11.000000;31.000000;-9.000000;1.000000;1.000000;51.000000;21.000000;21.000000;11.000000;11.000000;11.000000;220.000000;
1962;4317;1;1720;3566;1720.000000;1.000000;1.000000;1.000000;1.000000;61.000000;11.000000;71.000000;41.000000;-9.000000;41.000000;71.000000;41.000000;41.000000;61.000000;41.000000;41.000000;41.000000;61.000000;81.000000;-9.000000;71.000000;71.000000;31.000000;81.000000;61.000000;81.000000;31.000000;11.000000;61.000000;61.000000;81.000000;71.000000;81.000000;51.000000;41.000000;51.000000;11.000000;71.000000;71.000000;81.000000;61.000000;41.000000;71.000000;1.000000;61.000000;81.000000;11.000000;21.000000;21.000000;41.000000;41.000000;-9.000000;11.000000;31.000000;1.000000;31.000000;71.000000;51.000000;1.000000;71.000000;41.000000;1.000000;1.000000;11.000000;1.000000;41.000000;-9.000000;61.000000;1720.000000;
1963;3399;1;1580;3566;1580.000000;1.000000;1.000000;1.000000;1.000000;81.000000;71.000000;41.000000;41.000000;51.000000;-9.000000;61.000000;71.000000;81.000000;1.000000;71.000000;31.000000;21.000000;1.000000;11.000000;41.000000;11.000000;-9.000000;41.000000;71.000000;41.000000;71.000000;11.000000;1.000000;61.000000;81.000000;41.000000;51.000000;81.000000;51.000000;11.000000;1.000000;21.000000;21.000000;71.000000;1.000000;-9.000000;-9.000000;81.000000;51.000000;11.000000;11.000000;71.000000;71.000000;51.000000;1.000000;1.000000;81.000000;61.000000;31.000000;1.000000;31.000000;61.000000;81.000000;31.000000;1.000000;31.000000;81.000000;1.000000;61.000000;31.000000;11.000000;71.000000;-9.000000;1580.000000;
1964;5398;1;2060;3566;2060.000000;1.000000;1.000000;1.000000;1.000000;11.000000;11.000000;-9.000000;-9.000000;51.000000;11.000000;41.000000;21.000000;71.000000;61.000000;1.000000;41.000000;81.000000;11.000000;11.000000;61.000000;11.000000;21.000000;71.000000;61.000000;21.000000;51.000000;81.000000;51.000000;51.000000;1.000000;41.000000;21.000000;61.000000;-9.000000;1.000000;71.000000;61.000000;41.000000;1.000000;61.000000;71.000000;1.000000;71.000000;61.000000;21.000000;1.000000;51.000000;51.000000;81.000000;51.000000;61.000000;81.000000;51.000000;71.000000;61.000000;81.000000;-9.000000;61.000000;41.000000;71.000000;41.000000;21.000000;11.000000;-9.000000;1.000000;11.000000;31.000000;61.000000;2060.000000;
1965;3754;1;1635;3566;1635.000000;1.000000;1.000000;1.000000;1.000000;11.000000;71.000000;11.000000;-9.000000;11.000000;51.000000;1.000000;11.000000;41.000000;61.000000;-9.000000;71.000000;31.000000;11.000000;21.000000;41.000000;61.000000;41.000000;41.000000;11.000000;11.000000;-9.000000;51.000000;-9.000000;61.000000;51.000000;41.000000;41.000000;11.000000;31.000000;61.000000;31.000000;41.000000;41.000000;71.000000;81.000000;41.000000;21.000000;1.000000;61.000000;11.000000;81.000000;21.000000;11.000000;21.000000;1.000000;51.000000;-9.000000;11.000000;71.000000;61.000000;1.000000;61.000000;61.000000;61.000000;21.000000;-9.000000;61.000000;51.000000;61.000000;81.000000;11.000000;81.000000;71.000000;1635.000000;
1966;2746;1;1405;3566;1405.000000;1.000000;1.000000;1.000000;1.000000;21.000000;21.000000;21.000000;51.000000;41.000000;71.000000;21.000000;1.000000;31.000000;-9.000000;61.000000;21.000000;71.000000;61.000000;31.000000;-9.000000;-9.000000;51.000000;1.000000;31.000000;11.000000;51.000000;71.000000;71.000000;-9.000000;11.000000;21.000000;21.000000;71.000000;21.000000;81.000000;71.000000;21.000000;41.000000;61.000000;1.000000;1.000000;21.000000;11.000000;21.000000;51.000000;21.000000;51.000000;-9.000000;-9.000000;21.000000;51.000000;81.000000;71.000000;-9.000000;51.000000;11.000000;51.000000;31.000000;81.000000;71.000000;1.000000;61.000000;11.000000;61.000000;1.000000;61.000000;51.000000;61.000000;1405.000000;
1967;4211;1;1705;3566;1705.000000;1.000000;1.000000;1.000000;1.000000;71.000000;51.000000;81.000000;1.000000;41.000000;31.000000;11.000000;71.000000;31.000000;11.000000;81.000000;-9.000000;31.000000;71.000000;21.000000;81.000000;1.000000;21.000000;1.000000;51.000000;11.000000;21.000000;61.000000;41.000000;21.000000;31.000000;21.000000;51.000000;21.000000;41.000000;1.000000;1.000000;81.000000;81.000000;21.000000;11.000000;-9.000000;1.000000;11.000000;1.000000;51.000000;61.000000;41.000000;21.000000;81.000000;71.000000;61.000000;-9.000000;51.000000;41.000000;51.000000;51.000000;51.000000;61.000000;31.000000;51.000000;71.000000;11.000000;-9.000000;1.000000;21.000000;41.000000;41.000000;21.000000;1705.000000;
1968;3112;1;1520;3566;1520.000000;1.000000;1.000000;1.000000;1.000000;41.000000;71.000000;21.000000;41.000000;1.000000;81.000000;71.000000;61.000000;61.000000;1.000000;71.000000;61.000000;11.000000;71.000000;31.000000;21.000000;51.000000;81.000000;61.000000;21.000000;81.000000;11.000000;11.000000;61.000000;31.000000;11.000000;51.000000;31.000000;31.000000;51.000000;61.000000;51.000000;61.000000;51.000000;11.000000;71.000000;61.000000;61.000000;11.000000;11.000000;31.000000;1.000000;-9.000000;61.000000;51.000000;51.000000;-9.000000;11.000000;61.000000;11.000000;1.000000;51.000000;81.000000;31.000000;31.000000;41.000000;71.000000;81.000000;71.000000;41.000000;61.000000;61.000000;61.000000;1.000000;1520.000000;
1969;3863;1;1655;3566;1655.000000;1.000000;1.000000;1.000000;1.000000;31.000000;1.000000;11.000000;51.000000;61.000000;71.000000;71.000000;21.000000;61.000000;71.000000;-9.000000;61.000000;11.000000;11.000000;41.000000;51.000000;71.000000;11.000000;41.000000;31.000000;71.000000;81.000000;1.000000;31.000000;61.000000;71.000000;31.000000;31.000000;1.000000;31.000000;41.000000;71.000000;71.000000;21.000000;11.000000;1.000000;51.000000;61.000000;51.000000;31.000000;51.000000;21.000000;21.000000;31.000000;41.000000;71.000000;51.000000;61.000000;21.000000;-9.000000;11.000000;71.000000;-9.000000;-9.000000;21.000000;11.000000;71.000000;1.000000;1.000000;71.000000;71.000000;51.000000;1.000000;41.000000;1655.000000;
1971;3455;1;1590;3566;1590.000000;1.000000;1.000000;1.000000;1.000000;-9.000000;31.000000;-9.000000;81.000000;11.000000;-9.000000;51.000000;51.000000;21.000000;31.000000;51.000000;61.000000;41.000000;21.000000;11.000000;41.000000;41.000000;71.000000;11.000000;61.000000;1.000000;71.000000;1.000000;71.000000;41.000000;51.000000;21.000000;81.000000;51.000000;51.000000;71.000000;31.000000;41.000000;1.000000;41.000000;-9.000000;61.000000;1.000000;51.000000;71.000000;31.000000;51.000000;1.000000;71.000000;11.000000;11.000000;61.000000;21.000000;51.000000;61.000000;1.000000;51.000000;71.000000;41.000000;31.000000;41.000000;11.000000;61.000000;41.000000;71.000000;61.000000;51.000000;1.000000;51.000000;1590.000000;
1973;439;1;215;3566;215.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;81.000000;21.000000;11.000000;11.000000;1.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;1.000000;1.000000;21.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;1.000000;21.000000;1.000000;1.000000;11.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;21.000000;1.000000;21.000000;11.000000;31.000000;-9.000000;1.000000;1.000000;51.000000;21.000000;21.000000;1.000000;11.000000;1.000000;215.000000;
1975;1047;1;250;3566;250.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;81.000000;21.000000;11.000000;11.000000;1.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;1.000000;1.000000;31.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;11.000000;11.000000;21.000000;11.000000;11.000000;11.000000;11.000000;11.000000;1.000000;21.000000;1.000000;1.000000;11.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;21.000000;1.000000;21.000000;11.000000;31.000000;-9.000000;1.000000;1.000000;51.000000;21.000000;21.000000;11.000000;11.000000;11.000000;250.000000;
1974;1171;1;265;3566;265.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;81.000000;21.000000;11.000000;11.000000;1.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;1.000000;1.000000;41.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;1.000000;21.000000;1.000000;1.000000;11.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;21.000000;1.000000;21.000000;11.000000;31.000000;-9.000000;1.000000;1.000000;51.000000;21.000000;21.000000;1.000000;1.000000;1.000000;265.000000;
1970;2943;1;1475;3566;1475.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;71.000000;1.000000;11.000000;41.000000;41.000000;11.000000;11.000000;41.000000;21.000000;31.000000;61.000000;31.000000;11.000000;61.000000;71.000000;11.000000;51.000000;81.000000;31.000000;71.000000;51.000000;11.000000;1.000000;71.000000;1.000000;11.000000;11.000000;21.000000;31.000000;-9.000000;31.000000;1.000000;1.000000;41.000000;31.000000;51.000000;21.000000;1.000000;51.000000;61.000000;81.000000;41.000000;21.000000;1.000000;31.000000;1.000000;31.000000;51.000000;71.000000;1.000000;71.000000;1.000000;51.000000;71.000000;-9.000000;81.000000;1.000000;71.000000;71.000000;41.000000;71.000000;1475.000000;
1972;438;1;215;3566;215.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;81.000000;21.000000;11.000000;11.000000;1.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;1.000000;1.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;1.000000;21.000000;1.000000;1.000000;11.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;21.000000;1.000000;21.000000;11.000000;31.000000;-9.000000;1.000000;1.000000;51.000000;21.000000;21.000000;1.000000;81.000000;1.000000;215.000000;
1976;924;1;240;3566;240.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;81.000000;21.000000;11.000000;11.000000;1.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;1.000000;1.000000;31.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;1.000000;21.000000;1.000000;1.000000;11.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;21.000000;1.000000;21.000000;11.000000;31.000000;-9.000000;1.000000;1.000000;51.000000;21.000000;21.000000;1.000000;1.000000;1.000000;240.000000;
1977;3926;1;1665;3566;1665.000000;1.000000;1.000000;1.000000;1.000000;71.000000;71.000000;81.000000;61.000000;61.000000;61.000000;1.000000;51.000000;71.000000;71.000000;31.000000;81.000000;41.000000;41.000000;61.000000;11.000000;31.000000;51.000000;21.000000;21.000000;41.000000;81.000000;31.000000;41.000000;41.000000;81.000000;81.000000;31.000000;41.000000;-9.000000;31.000000;21.000000;61.000000;41.000000;51.000000;61.000000;71.000000;81.000000;11.000000;1.000000;61.000000;31.000000;11.000000;51.000000;81.000000;61.000000;51.000000;61.000000;21.000000;61.000000;1.000000;51.000000;51.000000;71.000000;51.000000;31.000000;21.000000;41.000000;41.000000;21.000000;71.000000;81.000000;21.000000;81.000000;1665.000000;
1978;4499;1;1750;3566;1750.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;1.000000;1.000000;21.000000;1.000000;71.000000;21.000000;1.000000;61.000000;61.000000;11.000000;-9.000000;51.000000;31.000000;11.000000;21.000000;11.000000;71.000000;21.000000;71.000000;61.000000;51.000000;41.000000;11.000000;31.000000;41.000000;41.000000;61.000000;61.000000;11.000000;31.000000;11.000000;-9.000000;31.000000;41.000000;-9.000000;61.000000;21.000000;61.000000;1.000000;71.000000;11.000000;71.000000;11.000000;41.000000;81.000000;41.000000;1.000000;61.000000;31.000000;81.000000;1.000000;81.000000;51.000000;31.000000;81.000000;81.000000;1.000000;51.000000;21.000000;71.000000;81.000000;11.000000;1750.000000;
1979;4135;1;1695;3566;1695.000000;1.000000;1.000000;1.000000;1.000000;11.000000;21.000000;41.000000;1.000000;31.000000;81.000000;31.000000;61.000000;-9.000000;11.000000;41.000000;11.000000;31.000000;11.000000;21.000000;51.000000;51.000000;1.000000;81.000000;71.000000;81.000000;11.000000;41.000000;1.000000;1.000000;31.000000;61.000000;41.000000;11.000000;11.000000;1.000000;21.000000;51.000000;61.000000;81.000000;21.000000;31.000000;21.000000;71.000000;31.000000;1.000000;21.000000;81.000000;51.000000;21.000000;81.000000;11.000000;21.000000;51.000000;1.000000;11.000000;-9.000000;81.000000;71.000000;41.000000;81.000000;81.000000;1.000000;21.000000;21.000000;61.000000;11.000000;11.000000;1.000000;1695.000000;
1982;5357;1;1990;3566;1990.000000;1.000000;1.000000;1.000000;1.000000;51.000000;1.000000;11.000000;11.000000;41.000000;21.000000;61.000000;11.000000;51.000000;31.000000;71.000000;21.000000;71.000000;21.000000;1.000000;51.000000;41.000000;51.000000;31.000000;-9.000000;31.000000;-9.000000;61.000000;51.000000;41.000000;31.000000;81.000000;71.000000;21.000000;1.000000;-9.000000;1.000000;11.000000;1.000000;1.000000;41.000000;61.000000;21.000000;-9.000000;51.000000;-9.000000;51.000000;1.000000;-9.000000;41.000000;81.000000;-9.000000;81.000000;71.000000;81.000000;61.000000;71.000000;41.000000;81.000000;31.000000;1.000000;11.000000;-9.000000;21.000000;-9.000000;41.000000;61.000000;81.000000;21.000000;1990.000000;
1981;4643;1;1775;3566;1775.000000;1.000000;1.000000;1.000000;1.000000;81.000000;61.000000;1.000000;81.000000;51.000000;41.000000;1.000000;51.000000;41.000000;71.000000;11.000000;1.000000;1.000000;61.000000;71.000000;11.000000;51.000000;61.000000;41.000000;-9.000000;1.000000;21.000000;51.000000;11.000000;31.000000;31.000000;1.000000;71.000000;71.000000;71.000000;31.000000;21.000000;61.000000;71.000000;11.000000;81.000000;71.000000;11.000000;61.000000;21.000000;21.000000;-9.000000;21.000000;-9.000000;11.000000;51.000000;-9.000000;71.000000;31.000000;1.000000;41.000000;71.000000;21.000000;1.000000;71.000000;81.000000;1.000000;51.000000;21.000000;71.000000;1.000000;61.000000;21.000000;81.000000;1775.000000;
